2282,50758
2282,50423
94860,50423
94860,48342
2368,48342
2368,47097
1766,47097
1766,45933
2525,45933
2525,44743
2746,44743
2746,43515
2655,43515
2655,42342
2983,42342
2983,41118
3007,41118
3007,39829
2774,39829
2774,38720
3394,38720
3394,37465
3407,37465
3407,36244
3587,36244
3587,35114
4077,35114
4077,34140
4994,34140
4994,33074
5590,33074
5590,31843
5763,31843
5763,30594
5931,30594
5931,29452
6370,29452
6370,28522
7241,28522
7241,27453
7812,27453
7812,26312
8257,26312
8257,25408
9113,25408
9113,24031
9200,24031
9200,23175
10122,23175
10122,22308
11005,22308
11005,21470
11907,21470
11907,20413
12514,20413
12514,19537
13352,19537
13352,18377
13860,18377
13860,17643
14858,17643
14858,16856
15785,16856
15785,15832
16471,15832
16471,14620
16999,14620
16999,14072
18151,14072
18151,12912
18764,12912
18764,12226
19789,12226
19789,11978
21139,11978
21139,11161
22040,11161
22040,9943
22677,9943
22677,9926
24128,9926
24128,9337
25184,9337
25184,8409
26042,8409
26042,7797
27094,7797
27094,7307
28209,7307
28209,7061
29438,7061
29438,6451
30486,6451
30486,5391
31353,5391
31353,4879
32468,4879
32468,4840
33757,4840
33757,4494
34924,4494
34924,4012
36046,4012
36046,3959
37295,3959
37295,3126
38334,3126
38334,3239
39613,3239
39613,2564
40717,2564
40717,2853
42008,2853
42008,2670
43206,2670
43206,2090
44357,2090
44357,1762
45554,1762
45554,2084
46805,2084
46805,2482
48039,2482
48039,1581
49230,1581
49230,1659
50456,1659
50456,2018
51669,2018
51669,1956
52891,1956
52891,2193
54094,2193
54094,2609
55271,2609
55271,2933
56446,2933
56446,2626
57715,2626
57715,2378
59000,2378
59000,2984
60125,2984
60125,3267
61310,3267
61310,3453
62521,3453
62521,3695
63723,3695
63723,4637
64704,4637
64704,4590
66001,4590
66001,5549
66941,5549
66941,5859
68117,5859
68117,6136
69315,6136
69315,6915
70290,6915
70290,7153
71521,7153
71521,8054
72417,8054
72417,8244
73694,8244
73694,8468
74979,8468
74979,9798
75587,9798
75587,10499
76571,10499
76571,11039
77667,11039
77667,11227
79038,11227
79038,12404
79672,12404
79672,12733
80977,12733
80977,13711
81752,13711
81752,14626
82570,14626
82570,15348
83567,15348
83567,16696
83938,16696
83938,17486
84857,17486
84857,18429
85614,18429
85614,18778
87070,18778
87070,19757
87813,19757
87813,21197
87945,21197
87945,22088
88772,22088
88772,23049
89511,23049
89511,23822
90547,23822
90547,25084
90826,25084
90826,25924
91795,25924
91795,27089
92210,27089
92210,28402
92314,28402
92314,29161
93515,29161
93515,30242
94093,30242
94093,31603
94009,31603
94009,32639
94681,32639
94681,33723
95255,33723
95255,34810
95847,34810
95847,36069
95912,36069
95912,37269
96132,37269
96132,38512
96157,38512
96157,39596
96836,39596
96836,40686
97592,40686
97592,41917
97680,41917
97680,43180
97510,43180
97510,44434
97251,44434
97251,45627
97447,45627
97447,46818
97729,46818
97729,48017
98055,48017
98055,49234
98160,49234
98160,50455
